resume_text,category
"Professional background includes Revit, AutoCAD, structural analysis, RCC design, building project, and strong emphasis on process improvement, quality control, BOQ preparation. Additional keywords: Revit STAAD Pro.",Civil Engineering
"Hands-on experience with SolidWorks, FMEA, MATLAB, mechanical design in machine component, including documentation, technical drawing, stakeholder communication. Additional keywords: MATLAB mechanical design.",Mechanical Engineering
"Hands-on experience with deep learning, computer vision, model tuning, machine learning in neural network, including documentation, feature selection, data preprocessing. Additional keywords: computer vision deep learning.",AI/ML
"Hands-on experience with Docker, Git, Java, JavaScript in web application, including code review, process improvement, cloud deployment. Additional keywords: Django SQL.",Software Engineering
"Worked on vision system using deep learning, model tuning, computer vision, Python and delivered results through hyperparameter optimization, technical writing, MLOps. Additional keywords: computer vision model tuning.",AI/ML
"Worked on data cleaning workflow using data visualization, NumPy, Pandas, SQL and delivered results through dashboard reporting, cross-functional collaboration, A/B testing. Additional keywords: scikit-learn statistics.",Data Science
"Worked on classification model using scikit-learn, Python, model evaluation, SQL and delivered results through dashboard reporting, data wrangling, feature engineering. Additional keywords: Python statistics.",Data Science
"Professional background includes financial modeling, accounting, valuation, taxation, budget dashboard, and strong emphasis on cost optimization, documentation, cash flow planning. Additional keywords: valuation Excel.",Finance
"JavaScript, Django, SQL, REST APIs focused on backend service with experience in code review, cloud deployment, presentation skills. Additional keywords: Docker Django.",Software Engineering
"model tuning, TensorFlow, Python, deep learning focused on recommendation engine with experience in feature selection, data preprocessing, training pipeline. Additional keywords: model tuning NLP.",AI/ML
"Built and improved customer funnel by applying SEO, CRM, Google Analytics, brand management and stakeholder communication, A/B testing, audience segmentation. Additional keywords: social media lead generation.",Marketing
"scikit-learn, data visualization, Pandas, NumPy focused on prediction pipeline with experience in feature engineering, A/B testing, data wrangling. Additional keywords: statistics model evaluation.",Data Science
"Built and improved data cleaning workflow by applying NumPy, Python, model evaluation, SQL and feature engineering, A/B testing, documentation. Additional keywords: scikit-learn model evaluation.",Data Science
"RCC design, structural analysis, construction management, surveying focused on bridge design with experience in process improvement, quality control, vendor coordination. Additional keywords: AutoCAD surveying.",Civil Engineering
"Built and improved digital campaign by applying Google Analytics, campaign planning, content strategy, SEO and A/B testing, performance reporting, audience segmentation. Additional keywords: campaign planning brand management.",Marketing
"Worked on structural estimation using site execution, RCC design, surveying, AutoCAD and delivered results through safety compliance, project scheduling, documentation. Additional keywords: RCC design construction management.",Civil Engineering
"Built and improved budget dashboard by applying Excel, budgeting, forecasting, risk analysis and cost optimization, compliance review, variance analysis. Additional keywords: Excel taxation.",Finance
"Professional background includes GD&T, mechanical design, manufacturing, CAD, manufacturing line, and strong emphasis on tolerance stack-up, business analysis, quality inspection. Additional keywords: GD&T mechanical design.",Mechanical Engineering
"Built and improved forecasting system by applying SQL, scikit-learn, statistics, Pandas and process improvement, data wrangling, A/B testing. Additional keywords: data visualization scikit-learn.",Data Science
"Built and improved full-stack portal by applying Docker, React, Python, JavaScript and agile delivery, code review, cloud deployment. Additional keywords: React Git.",Software Engineering
